direction	referrer	referrer_bucket	target	target_bucket	line	in_tests
in	tests/ScenarioCommitPaletteTest.gd	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	17	1
in	tests/ScenarioEventPathfinderTest.gd	?	addons/exmateria_battlefield/pathfinding/EventPathfinder.gd	Battlefield	14	1
in	tests/ScenarioSettleScreenEffectsTest.gd	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	22	1
in	tests/StartupDiagnostic.gd	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	64	1
in	tests/StartupDiagnostic.gd	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	73	1
in	tests/StrategyPhaseTest.tscn	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	5	1
in	tests/StrategyPhaseTest.tscn	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	4	1
in	tests/TileCursorBobTest.gd	?	addons/exmateria_battlefield/cursor/TileCursorBob.gd	Battlefield	15	1
in	tests/TileCursorCompositorTest.gd	?	addons/exmateria_battlefield/cursor/TileCursorCompositor.gd	Battlefield	11	1
in	tests/TileCursorCompositorTest.gd	?	addons/exmateria_battlefield/cursor/cursor_fold.gdshaderinc	Battlefield	45	1
in	tests/TileCursorIntegrationTest.gd	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	22	1
in	tests/TileCursorIntegrationTest.gd	?	addons/exmateria_battlefield/cursor/TileCursor.tscn	Battlefield	23	1
in	tests/TileCursorTakeoverTest.gd	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	16	1
in	tests/TileCursorTakeoverTest.gd	?	addons/exmateria_battlefield/cursor/TileCursor.tscn	Battlefield	17	1
in	tests/TileOverlayCompositorTest.gd	?	addons/exmateria_battlefield/overlay/TileOverlayCompositor.gd	Battlefield	12	1
in	tests/TuneRegisterAllTest.gd	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	38	1
in	tests/TuneRegisterAllTest.gd	?	addons/exmateria_battlefield/camera/PlayerCamera.gd	Battlefield	52	1
in	tests/TuneRegisterAllTest.gd	?	addons/exmateria_battlefield/cursor/TileCursor.gd	Battlefield	54	1
in	tests/TuneRegisterAllTest.gd	?	addons/exmateria_battlefield/overlay/TileOverlayConfig.gd	Battlefield	60	1
in	tests/TuneRegisterAllTest.gd	?	addons/exmateria_battlefield/terrain/SkirtConfig.gd	Battlefield	58	1
in	tests/TuneRegisterAllTest.gd	?	addons/exmateria_battlefield/terrain/SkirtGeometryGenerator.gd	Battlefield	56	1
in	tests/UIInteractionTest.tscn	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	5	1
in	tests/UIInteractionTest.tscn	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	4	1
in	tests/UnitForwardTunableTest.tscn	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	5	1
in	tests/UnitForwardTunableTest.tscn	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	4	1
in	tests/UnitOrientationTest.tscn	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	5	1
in	tests/UnitOrientationTest.tscn	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	4	1
in	tests/UnitVisualDefaultsTuneTest.tscn	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	5	1
in	tests/UnitVisualDefaultsTuneTest.tscn	?	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	4	1
in	tests/gambit_runner/GambitScenarioRunner.gd	?	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	24	1
out	addons/exmateria_battlefield/assembly/MapComposer.gd	Battlefield	assets/maps/	?	672	0
out	addons/exmateria_battlefield/camera/PlayerCamera.tscn	Battlefield	assets/scenes/CombatUI.tscn	UI	5	0
out	addons/exmateria_battlefield/camera/screen_background.gdshader	Battlefield	addons/exmateria_platform/dither/psx_dither.gdshaderinc	platform	12	0
out	addons/exmateria_battlefield/camera/screen_background.gdshader	Battlefield	addons/exmateria_schema/colour_model/psx_color_stack.gdshaderinc	schema	17	0
out	addons/exmateria_battlefield/cursor/TileCursor.gd	Battlefield	assets/materials/tile_cursor_opaque.tres	?	126	0
out	addons/exmateria_battlefield/cursor/TileCursorBob.gd	Battlefield	assets/sprites/tile_knife.json	?	28	0
out	addons/exmateria_battlefield/cursor/cursor_fold.gdshaderinc	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	23	0
out	addons/exmateria_battlefield/cursor/cursor_fold.gdshaderinc	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	22	0
out	addons/exmateria_battlefield/cursor/tile_cursor.gdshaderinc	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	33	0
out	addons/exmateria_battlefield/cursor/tile_cursor.gdshaderinc	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	18	0
out	addons/exmateria_battlefield/debug/MapGridOverlay.gd	Battlefield	addons/exmateria_schema/compositing_key/DepthMode.gd	schema	19	0
out	addons/exmateria_battlefield/debug/grid_overlay.gdshader	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	14	0
out	addons/exmateria_battlefield/debug/grid_overlay.gdshader	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	13	0
out	addons/exmateria_battlefield/doodad/DoodadLibrary.gd	Battlefield	assets/doodads/	?	8	0
out	addons/exmateria_battlefield/doodad/DoodadLibrary.gd	Battlefield	assets/doodads/	?	24	0
out	addons/exmateria_battlefield/doodad/DoodadLibrary.gd	Battlefield	assets/doodads/	?	34	0
out	addons/exmateria_battlefield/doodad/DoodadLibrary.gd	Battlefield	assets/maps/	?	7	0
out	addons/exmateria_battlefield/doodad/DoodadLibrary.gd	Battlefield	assets/maps/	?	21	0
out	addons/exmateria_battlefield/doodad/DoodadLibrary.gd	Battlefield	assets/maps/	?	33	0
out	addons/exmateria_battlefield/lattice/Tile.gd	Battlefield	assets/materials/tile_overlay.tres	?	174	0
out	addons/exmateria_battlefield/lattice/Tile.gd	Battlefield	assets/sprites/textures/RANGETILE.palette.tga	?	29	0
out	addons/exmateria_battlefield/lattice/Tile.gd	Battlefield	assets/sprites/textures/RANGETILE.tga	?	28	0
out	addons/exmateria_battlefield/overlay/TileOverlayCompositor.gd	Battlefield	assets/sprites/textures/RANGETILE.palette.tga	?	20	0
out	addons/exmateria_battlefield/overlay/TileOverlayConfig.gd	Battlefield	assets/sprites/textures/RANGETILE.json	?	36	0
out	addons/exmateria_battlefield/overlay/tile_decal_fold.gdshader	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	22	0
out	addons/exmateria_battlefield/overlay/tile_decal_fold.gdshader	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	20	0
out	addons/exmateria_battlefield/overlay/tile_overlay.gdshaderinc	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	68	0
out	addons/exmateria_battlefield/overlay/tile_overlay.gdshaderinc	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	11	0
out	addons/exmateria_battlefield/terrain/black_unlit.gdshader	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	17	0
out	addons/exmateria_battlefield/terrain/black_unlit.gdshader	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	8	0
out	addons/exmateria_battlefield/texturing/indexed_color.gdshader	Battlefield	addons/exmateria_platform/pixel_aspect/psx_par.gdshaderinc	platform	117	0
out	addons/exmateria_battlefield/texturing/indexed_color.gdshader	Battlefield	addons/exmateria_schema/colour_model/psx_color_stack.gdshaderinc	schema	16	0
out	addons/exmateria_battlefield/texturing/indexed_color.gdshader	Battlefield	addons/exmateria_schema/compositing_key/psx_ot_depth.gdshaderinc	schema	11	0
